county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Gwinnett,021 Pinckneyville B,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,022 Pinckneyville C,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,023 Pinckneyville D,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,024 Sugar Hill A,President,,REP,JEB BUSH,2,0,0,1,1,0
Gwinnett,025 Sugar Hill B,President,,REP,JEB BUSH,3,1,0,2,0,0
Gwinnett,026 Hog Mountain A,President,,REP,JEB BUSH,3,0,0,3,0,0
Gwinnett,027 Hog Mountain B,President,,REP,JEB BUSH,6,1,0,2,0,3
Gwinnett,028 Rockycreek A,President,,REP,JEB BUSH,3,0,0,2,0,1
Gwinnett,029 Cates B,President,,REP,JEB BUSH,1,0,0,0,0,1
Gwinnett,030 Cates C,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,031 Hog Mountain D,President,,REP,JEB BUSH,3,0,0,3,0,0
Gwinnett,032 Berkshire D,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,033 Berkshire E,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,034 Berkshire F,President,,REP,JEB BUSH,5,4,0,1,0,0
Gwinnett,035 Cates D - 04,President,,REP,JEB BUSH,2,0,0,1,1,0
Gwinnett,035 Cates D - 07,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,036 Cates E,President,,REP,JEB BUSH,6,0,0,5,0,1
Gwinnett,037 Pinckneyville E,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,038 Pinckneyville F,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,039 Duncans D,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,040 Pinckneyville H,President,,REP,JEB BUSH,5,0,0,4,0,1
Gwinnett,041 Baycreek B,President,,REP,JEB BUSH,2,0,0,1,1,0
Gwinnett,042 Lawrenceville C,President,,REP,JEB BUSH,7,2,0,0,2,3
Gwinnett,043 Martins D,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,044 Rockbridge B,President,,REP,JEB BUSH,2,0,0,0,0,2
Gwinnett,045 Garners B,President,,REP,JEB BUSH,4,2,0,1,1,0
Gwinnett,046 Cates F,President,,REP,JEB BUSH,5,2,0,2,0,1
Gwinnett,047 Cates G,President,,REP,JEB BUSH,2,0,0,1,1,0
Gwinnett,048 Duluth B,President,,REP,JEB BUSH,3,0,0,3,0,0
Gwinnett,049 Garners C,President,,REP,JEB BUSH,4,0,0,4,0,0
Gwinnett,050 Pinckneyville I,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,051 Pinckneyville J,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,052 Berkshire G,President,,REP,JEB BUSH,1,0,0,0,0,1
Gwinnett,053 Cates H,President,,REP,JEB BUSH,4,2,0,2,0,0
Gwinnett,054 Sugar Hill C,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,055 Sugar Hill D,President,,REP,JEB BUSH,3,0,0,2,0,1
Gwinnett,056 Duluth C,President,,REP,JEB BUSH,3,1,0,2,0,0
Gwinnett,057 Duluth D,President,,REP,JEB BUSH,4,0,0,3,0,1
Gwinnett,058 Pinckneyville K,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,059 Pinckneyville N,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,060 Lawrenceville D,President,,REP,JEB BUSH,2,0,0,0,0,2
Gwinnett,061 Lawrenceville E,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,062 Pinckneyville L,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,063 Pinckneyville M,President,,REP,JEB BUSH,1,0,0,0,0,1
Gwinnett,064 Garners D,President,,REP,JEB BUSH,4,4,0,0,0,0
Gwinnett,065 Berkshire H,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,066 Pinckneyville O,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,067 Pucketts E,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,068 Cates I,President,,REP,JEB BUSH,7,0,0,6,0,1
Gwinnett,069 Cates J,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,070 Goodwins B,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,071 Lawrenceville F,President,,REP,JEB BUSH,3,0,0,0,0,3
Gwinnett,072 Martins E,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,073 Pinckneyville P,President,,REP,JEB BUSH,2,1,0,1,0,0
Gwinnett,074 Pinckneyville Q,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,075 Rockbridge C,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,076 Rockbridge D,President,,REP,JEB BUSH,4,0,0,4,0,0
Gwinnett,077 Goodwins C,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,078 Baycreek K,President,,REP,JEB BUSH,4,0,0,1,0,3
Gwinnett,079 Cates K,President,,REP,JEB BUSH,6,0,0,4,0,2
Gwinnett,080 Baycreek C,President,,REP,JEB BUSH,5,0,0,3,0,2
Gwinnett,081 Cates L,President,,REP,JEB BUSH,6,1,0,1,1,3
Gwinnett,082 Duluth E,President,,REP,JEB BUSH,7,1,0,5,0,1
Gwinnett,083 Goodwins D,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,084 Lawrenceville G,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,085 Lawrenceville H,President,,REP,JEB BUSH,5,0,0,4,0,1
Gwinnett,086 Martins F,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,087 Pinckneyville S,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,088 Rockbridge E,President,,REP,JEB BUSH,5,0,0,4,1,0
Gwinnett,089 Sugar Hill E,President,,REP,JEB BUSH,3,0,0,3,0,0
Gwinnett,090 Lawrenceville I,President,,REP,JEB BUSH,3,1,0,1,0,1
Gwinnett,091 Baycreek D,President,,REP,JEB BUSH,4,0,0,2,0,2
Gwinnett,092 Berkshire J,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,093 Cates M,President,,REP,JEB BUSH,5,2,1,1,0,1
Gwinnett,094 Cates N,President,,REP,JEB BUSH,3,1,0,1,0,1
Gwinnett,095 Duluth F,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,096 Duluth G,President,,REP,JEB BUSH,3,0,0,3,0,0
Gwinnett,097 Goodwins E,President,,REP,JEB BUSH,5,0,0,5,0,0
Gwinnett,098 Goodwins F,President,,REP,JEB BUSH,3,0,0,3,0,0
Gwinnett,099 Pinckneyville T,President,,REP,JEB BUSH,1,1,0,0,0,0
Gwinnett,100 Suwanee B,President,,REP,JEB BUSH,6,0,0,4,2,0
Gwinnett,101 Pinckneyville U,President,,REP,JEB BUSH,3,0,0,2,0,1
Gwinnett,102 Pucketts B,President,,REP,JEB BUSH,5,0,0,4,1,0
Gwinnett,103 Berkshire L,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,104 Rockbridge F,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,105 Sugar Hill F,President,,REP,JEB BUSH,6,0,0,5,0,1
Gwinnett,106 Suwanee C,President,,REP,JEB BUSH,9,2,0,6,1,0
Gwinnett,107 Cates O,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,108 Baycreek E,President,,REP,JEB BUSH,2,0,0,1,0,1
Gwinnett,109 Berkshire M,President,,REP,JEB BUSH,3,1,0,1,1,0
Gwinnett,110 Martins G,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,111 Duluth H,President,,REP,JEB BUSH,2,0,0,1,0,1
Gwinnett,112 Berkshire N,President,,REP,JEB BUSH,8,1,0,5,0,2
Gwinnett,113 Pinckneyville V,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,114 Pinckneyville W,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,115 Martins H,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,116 Martins I,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,117 Martins J,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,118 Garners F,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,119 Berkshire O,President,,REP,JEB BUSH,5,0,0,4,0,1
Gwinnett,120 Berkshire P,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,121 Pinckneyville X,President,,REP,JEB BUSH,5,0,0,4,0,1
Gwinnett,122 Rockbridge G,President,,REP,JEB BUSH,2,0,0,1,1,0
Gwinnett,123 Pinckneyville Y,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,124 Goodwins G,President,,REP,JEB BUSH,1,0,0,0,0,1
Gwinnett,125 Pinckneyville Z,President,,REP,JEB BUSH,3,0,0,3,0,0
Gwinnett,126 Pinckneyville A1,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,127 Lawrenceville J,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,128 Goodwins H,President,,REP,JEB BUSH,3,0,0,2,0,1
Gwinnett,129 Duncans B,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,130 Suwanee D,President,,REP,JEB BUSH,4,0,0,4,0,0
Gwinnett,131 Suwanee E,President,,REP,JEB BUSH,3,0,0,1,2,0
Gwinnett,132 Lawrenceville K,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,133 Harbins B,President,,REP,JEB BUSH,6,0,0,4,1,1
Gwinnett,134 Baycreek F,President,,REP,JEB BUSH,1,0,0,1,0,0
Gwinnett,135 Pucketts C,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,136 Hog Mountain C,President,,REP,JEB BUSH,7,1,0,4,0,2
Gwinnett,137 Rockycreek B,President,,REP,JEB BUSH,6,0,0,4,0,2
Gwinnett,138 Duluth I,President,,REP,JEB BUSH,3,1,0,1,0,1
Gwinnett,139 Martins K,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,140 Suwanee H,President,,REP,JEB BUSH,5,0,0,4,1,0
Gwinnett,141 Sugar Hill G,President,,REP,JEB BUSH,3,0,0,3,0,0
Gwinnett,142 Suwanee F,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,143 Lawrenceville L,President,,REP,JEB BUSH,3,0,0,1,0,2
Gwinnett,144 Lawrenceville M,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,145 Baycreek G,President,,REP,JEB BUSH,3,0,0,1,0,2
Gwinnett,146 Baycreek H,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,147 Baycreek I,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,148 Berkshire Q,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,149 Goodwins I,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,150 Duluth K,President,,REP,JEB BUSH,1,0,0,0,0,1
Gwinnett,151 Harbins C,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,152 Rockycreek C,President,,REP,JEB BUSH,2,0,0,1,0,1
Gwinnett,153 Lawrenceville N,President,,REP,JEB BUSH,5,0,0,1,0,4
Gwinnett,154 Pucketts D,President,,REP,JEB BUSH,2,0,0,2,0,0
Gwinnett,155 Suwanee G,President,,REP,JEB BUSH,5,0,0,2,1,2
Gwinnett,156 Baycreek J,President,,REP,JEB BUSH,0,0,0,0,0,0
Gwinnett,,President,,REP,BEN CARSON,5053,55,24,4534,253,187
Gwinnett,001 Harbins A,President,,REP,BEN CARSON,73,4,0,57,6,6
Gwinnett,002 Rockbridge A,President,,REP,BEN CARSON,23,1,1,17,1,3
Gwinnett,003 Dacula,President,,REP,BEN CARSON,43,0,1,34,7,1
Gwinnett,004 Suwanee A,President,,REP,BEN CARSON,15,0,0,14,1,0
Gwinnett,005 Baycreek A,President,,REP,BEN CARSON,52,0,0,49,0,3
Gwinnett,006 Goodwins A,President,,REP,BEN CARSON,21,0,0,19,1,1
Gwinnett,007 Duluth A,President,,REP,BEN CARSON,44,0,0,41,1,2
Gwinnett,008 Duncans A,President,,REP,BEN CARSON,70,1,0,66,3,0
Gwinnett,009 Pucketts A,President,,REP,BEN CARSON,86,0,0,72,14,0
Gwinnett,010 Cates A,President,,REP,BEN CARSON,26,3,0,17,2,4
Gwinnett,011 Berkshire A,President,,REP,BEN CARSON,8,0,0,8,0,0
Gwinnett,012 Berkshire B,President,,REP,BEN CARSON,21,1,1,16,0,3
Gwinnett,013 Duncans C,President,,REP,BEN CARSON,36,1,0,34,1,0
Gwinnett,014 Garners A,President,,REP,BEN CARSON,71,1,0,63,7,0
Gwinnett,015 Lawrenceville A,President,,REP,BEN CARSON,28,2,0,22,1,3
Gwinnett,016 Lawrenceville B,President,,REP,BEN CARSON,29,0,0,25,1,3
Gwinnett,017 Martins A,President,,REP,BEN CARSON,12,0,1,9,0,2
Gwinnett,018 Martins B,President,,REP,BEN CARSON,31,0,0,28,0,3
Gwinnett,019 Martins C,President,,REP,BEN CARSON,27,1,0,24,1,1
Gwinnett,020 Pinckneyville A,President,,REP,BEN CARSON,14,0,0,12,0,2
Gwinnett,021 Pinckneyville B,President,,REP,BEN CARSON,6,0,0,6,0,0
Gwinnett,022 Pinckneyville C,President,,REP,BEN CARSON,21,0,0,21,0,0
Gwinnett,023 Pinckneyville D,President,,REP,BEN CARSON,3,1,0,1,1,0
Gwinnett,024 Sugar Hill A,President,,REP,BEN CARSON,43,1,0,42,0,0
Gwinnett,025 Sugar Hill B,President,,REP,BEN CARSON,43,0,0,43,0,0
Gwinnett,026 Hog Mountain A,President,,REP,BEN CARSON,40,0,1,38,0,1
Gwinnett,027 Hog Mountain B,President,,REP,BEN CARSON,69,0,1,66,2,0
Gwinnett,028 Rockycreek A,President,,REP,BEN CARSON,72,0,0,64,6,2
Gwinnett,029 Cates B,President,,REP,BEN CARSON,25,0,0,21,0,4
Gwinnett,030 Cates C,President,,REP,BEN CARSON,31,0,0,28,3,0
Gwinnett,031 Hog Mountain D,President,,REP,BEN CARSON,33,0,1,28,3,1
Gwinnett,032 Berkshire D,President,,REP,BEN CARSON,43,1,2,36,4,0
Gwinnett,033 Berkshire E,President,,REP,BEN CARSON,23,0,0,22,1,0
Gwinnett,034 Berkshire F,President,,REP,BEN CARSON,13,0,1,12,0,0
Gwinnett,035 Cates D - 04,President,,REP,BEN CARSON,22,0,0,20,2,0
Gwinnett,035 Cates D - 07,President,,REP,BEN CARSON,4,0,0,3,0,1
Gwinnett,036 Cates E,President,,REP,BEN CARSON,46,0,0,45,1,0
Gwinnett,037 Pinckneyville E,President,,REP,BEN CARSON,13,0,0,12,0,1
Gwinnett,038 Pinckneyville F,President,,REP,BEN CARSON,14,0,0,14,0,0
Gwinnett,039 Duncans D,President,,REP,BEN CARSON,95,0,0,86,8,1
Gwinnett,040 Pinckneyville H,President,,REP,BEN CARSON,31,0,0,31,0,0
Gwinnett,041 Baycreek B,President,,REP,BEN CARSON,32,2,0,28,0,2
Gwinnett,042 Lawrenceville C,President,,REP,BEN CARSON,41,0,0,38,3,0
Gwinnett,043 Martins D,President,,REP,BEN CARSON,1,0,0,1,0,0
Gwinnett,044 Rockbridge B,President,,REP,BEN CARSON,16,0,0,13,1,2
Gwinnett,045 Garners B,President,,REP,BEN CARSON,30,0,0,29,1,0
Gwinnett,046 Cates F,President,,REP,BEN CARSON,24,0,0,22,0,2
Gwinnett,047 Cates G,President,,REP,BEN CARSON,59,1,0,54,1,3
Gwinnett,048 Duluth B,President,,REP,BEN CARSON,38,2,0,33,0,3
Gwinnett,049 Garners C,President,,REP,BEN CARSON,20,0,0,17,3,0
Gwinnett,050 Pinckneyville I,President,,REP,BEN CARSON,12,0,0,10,0,2
Gwinnett,051 Pinckneyville J,President,,REP,BEN CARSON,6,0,0,6,0,0
Gwinnett,052 Berkshire G,President,,REP,BEN CARSON,27,0,0,23,3,1
Gwinnett,053 Cates H,President,,REP,BEN CARSON,26,0,0,24,2,0
Gwinnett,054 Sugar Hill C,President,,REP,BEN CARSON,62,0,0,60,2,0
Gwinnett,055 Sugar Hill D,President,,REP,BEN CARSON,51,0,0,47,4,0
Gwinnett,056 Duluth C,President,,REP,BEN CARSON,20,0,0,19,1,0
Gwinnett,057 Duluth D,President,,REP,BEN CARSON,30,0,0,28,0,2
Gwinnett,058 Pinckneyville K,President,,REP,BEN CARSON,14,0,0,13,0,1
Gwinnett,059 Pinckneyville N,President,,REP,BEN CARSON,16,0,0,15,0,1
Gwinnett,060 Lawrenceville D,President,,REP,BEN CARSON,17,0,0,17,0,0
Gwinnett,061 Lawrenceville E,President,,REP,BEN CARSON,36,0,0,32,0,4
Gwinnett,062 Pinckneyville L,President,,REP,BEN CARSON,34,0,0,32,0,2
Gwinnett,063 Pinckneyville M,President,,REP,BEN CARSON,33,0,0,33,0,0
Gwinnett,064 Garners D,President,,REP,BEN CARSON,19,0,0,18,1,0
Gwinnett,065 Berkshire H,President,,REP,BEN CARSON,13,0,1,10,1,1
Gwinnett,066 Pinckneyville O,President,,REP,BEN CARSON,18,0,0,12,0,6
Gwinnett,067 Pucketts E,President,,REP,BEN CARSON,51,1,0,46,4,0
Gwinnett,068 Cates I,President,,REP,BEN CARSON,34,2,0,29,0,3
Gwinnett,069 Cates J,President,,REP,BEN CARSON,22,0,0,22,0,0
Gwinnett,070 Goodwins B,President,,REP,BEN CARSON,61,3,0,55,1,2
Gwinnett,071 Lawrenceville F,President,,REP,BEN CARSON,34,1,0,28,2,3
Gwinnett,072 Martins E,President,,REP,BEN CARSON,12,1,0,11,0,0
Gwinnett,073 Pinckneyville P,President,,REP,BEN CARSON,29,0,1,28,0,0
Gwinnett,074 Pinckneyville Q,President,,REP,BEN CARSON,4,0,0,4,0,0
Gwinnett,075 Rockbridge C,President,,REP,BEN CARSON,33,2,0,26,2,3
Gwinnett,076 Rockbridge D,President,,REP,BEN CARSON,32,0,0,28,2,2
Gwinnett,077 Goodwins C,President,,REP,BEN CARSON,31,0,0,28,1,2
Gwinnett,078 Baycreek K,President,,REP,BEN CARSON,34,1,0,30,0,3
Gwinnett,079 Cates K,President,,REP,BEN CARSON,39,0,0,38,0,1
Gwinnett,080 Baycreek C,President,,REP,BEN CARSON,58,0,0,52,0,6
Gwinnett,081 Cates L,President,,REP,BEN CARSON,34,1,0,31,2,0
Gwinnett,082 Duluth E,President,,REP,BEN CARSON,30,0,0,30,0,0
Gwinnett,083 Goodwins D,President,,REP,BEN CARSON,44,0,0,42,0,2
Gwinnett,084 Lawrenceville G,President,,REP,BEN CARSON,19,0,0,17,0,2
Gwinnett,085 Lawrenceville H,President,,REP,BEN CARSON,57,0,1,51,2,3
Gwinnett,086 Martins F,President,,REP,BEN CARSON,10,0,0,9,0,1
Gwinnett,087 Pinckneyville S,President,,REP,BEN CARSON,17,0,0,16,0,1
Gwinnett,088 Rockbridge E,President,,REP,BEN CARSON,23,0,0,23,0,0
Gwinnett,089 Sugar Hill E,President,,REP,BEN CARSON,42,3,0,36,3,0
Gwinnett,090 Lawrenceville I,President,,REP,BEN CARSON,26,0,0,23,1,2
Gwinnett,091 Baycreek D,President,,REP,BEN CARSON,43,0,0,39,0,4
Gwinnett,092 Berkshire J,President,,REP,BEN CARSON,47,0,0,39,7,1
Gwinnett,093 Cates M,President,,REP,BEN CARSON,62,3,0,55,0,4
Gwinnett,094 Cates N,President,,REP,BEN CARSON,39,0,0,37,0,2
Gwinnett,095 Duluth F,President,,REP,BEN CARSON,8,0,0,7,0,1
Gwinnett,096 Duluth G,President,,REP,BEN CARSON,32,0,0,30,2,0
Gwinnett,097 Goodwins E,President,,REP,BEN CARSON,41,0,0,36,3,2
Gwinnett,098 Goodwins F,President,,REP,BEN CARSON,32,0,0,31,1,0
Gwinnett,099 Pinckneyville T,President,,REP,BEN CARSON,14,0,0,14,0,0
Gwinnett,100 Suwanee B,President,,REP,BEN CARSON,36,0,0,32,4,0
Gwinnett,101 Pinckneyville U,President,,REP,BEN CARSON,23,0,0,22,0,1
Gwinnett,102 Pucketts B,President,,REP,BEN CARSON,43,0,0,38,5,0
Gwinnett,103 Berkshire L,President,,REP,BEN CARSON,16,0,0,15,0,1
Gwinnett,104 Rockbridge F,President,,REP,BEN CARSON,33,0,0,24,8,1
Gwinnett,105 Sugar Hill F,President,,REP,BEN CARSON,63,0,2,51,9,1
Gwinnett,106 Suwanee C,President,,REP,BEN CARSON,59,3,0,48,7,1
Gwinnett,107 Cates O,President,,REP,BEN CARSON,14,0,0,12,2,0
Gwinnett,108 Baycreek E,President,,REP,BEN CARSON,37,0,0,36,0,1
Gwinnett,109 Berkshire M,President,,REP,BEN CARSON,19,0,0,19,0,0
Gwinnett,110 Martins G,President,,REP,BEN CARSON,7,0,0,7,0,0
Gwinnett,111 Duluth H,President,,REP,BEN CARSON,17,1,0,16,0,0
Gwinnett,112 Berkshire N,President,,REP,BEN CARSON,49,1,1,38,7,2
Gwinnett,113 Pinckneyville V,President,,REP,BEN CARSON,16,0,0,14,0,2
Gwinnett,114 Pinckneyville W,President,,REP,BEN CARSON,26,0,0,23,0,3
Gwinnett,115 Martins H,President,,REP,BEN CARSON,37,1,0,35,0,1
Gwinnett,116 Martins I,President,,REP,BEN CARSON,15,1,0,13,0,1
Gwinnett,117 Martins J,President,,REP,BEN CARSON,10,0,0,10,0,0
Gwinnett,118 Garners F,President,,REP,BEN CARSON,28,0,0,23,5,0
Gwinnett,119 Berkshire O,President,,REP,BEN CARSON,49,0,0,45,3,1
Gwinnett,120 Berkshire P,President,,REP,BEN CARSON,15,0,0,14,0,1
Gwinnett,121 Pinckneyville X,President,,REP,BEN CARSON,27,1,0,25,1,0
Gwinnett,122 Rockbridge G,President,,REP,BEN CARSON,23,0,0,16,7,0
Gwinnett,123 Pinckneyville Y,President,,REP,BEN CARSON,6,0,0,6,0,0
Gwinnett,124 Goodwins G,President,,REP,BEN CARSON,12,0,0,12,0,0
Gwinnett,125 Pinckneyville Z,President,,REP,BEN CARSON,19,0,0,19,0,0
Gwinnett,126 Pinckneyville A1,President,,REP,BEN CARSON,34,0,0,33,0,1
Gwinnett,127 Lawrenceville J,President,,REP,BEN CARSON,5,0,0,5,0,0
Gwinnett,128 Goodwins H,President,,REP,BEN CARSON,21,0,0,20,1,0
Gwinnett,129 Duncans B,President,,REP,BEN CARSON,66,0,1,62,3,0
Gwinnett,130 Suwanee D,President,,REP,BEN CARSON,52,0,2,45,5,0
Gwinnett,131 Suwanee E,President,,REP,BEN CARSON,48,1,0,42,5,0
Gwinnett,132 Lawrenceville K,President,,REP,BEN CARSON,30,0,0,30,0,0
Gwinnett,133 Harbins B,President,,REP,BEN CARSON,68,0,0,49,19,0
Gwinnett,134 Baycreek F,President,,REP,BEN CARSON,37,0,0,34,0,3
Gwinnett,135 Pucketts C,President,,REP,BEN CARSON,30,1,2,24,3,0
Gwinnett,136 Hog Mountain C,President,,REP,BEN CARSON,45,0,0,43,2,0
Gwinnett,137 Rockycreek B,President,,REP,BEN CARSON,60,2,0,52,3,3
Gwinnett,138 Duluth I,President,,REP,BEN CARSON,19,0,0,18,0,1
Gwinnett,139 Martins K,President,,REP,BEN CARSON,19,0,0,19,0,0
Gwinnett,140 Suwanee H,President,,REP,BEN CARSON,38,0,0,34,3,1
Gwinnett,141 Sugar Hill G,President,,REP,BEN CARSON,34,0,0,30,4,0
Gwinnett,142 Suwanee F,President,,REP,BEN CARSON,36,0,1,32,3,0
Gwinnett,143 Lawrenceville L,President,,REP,BEN CARSON,36,0,1,30,0,5
Gwinnett,144 Lawrenceville M,President,,REP,BEN CARSON,29,1,1,26,0,1
Gwinnett,145 Baycreek G,President,,REP,BEN CARSON,57,0,0,55,0,2
Gwinnett,146 Baycreek H,President,,REP,BEN CARSON,63,0,0,58,2,3
Gwinnett,147 Baycreek I,President,,REP,BEN CARSON,46,0,0,41,0,5
Gwinnett,148 Berkshire Q,President,,REP,BEN CARSON,9,0,0,9,0,0
Gwinnett,149 Goodwins I,President,,REP,BEN CARSON,21,0,0,17,2,2
Gwinnett,150 Duluth K,President,,REP,BEN CARSON,5,0,0,5,0,0
Gwinnett,151 Harbins C,President,,REP,BEN CARSON,50,0,0,45,3,2
Gwinnett,152 Rockycreek C,President,,REP,BEN CARSON,44,0,0,37,3,4
Gwinnett,153 Lawrenceville N,President,,REP,BEN CARSON,31,0,0,27,0,4
Gwinnett,154 Pucketts D,President,,REP,BEN CARSON,47,0,0,47,0,0
Gwinnett,155 Suwanee G,President,,REP,BEN CARSON,28,1,0,24,0,3
Gwinnett,156 Baycreek J,President,,REP,BEN CARSON,37,0,0,37,0,0
Gwinnett,,President,,REP,CHRIS CHRISTIE,100,6,1,75,9,9
Gwinnett,001 Harbins A,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,002 Rockbridge A,President,,REP,CHRIS CHRISTIE,1,0,0,1,0,0
Gwinnett,003 Dacula,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,004 Suwanee A,President,,REP,CHRIS CHRISTIE,1,0,0,1,0,0
Gwinnett,005 Baycreek A,President,,REP,CHRIS CHRISTIE,1,0,0,1,0,0
Gwinnett,006 Goodwins A,President,,REP,CHRIS CHRISTIE,2,0,0,1,1,0
Gwinnett,007 Duluth A,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,008 Duncans A,President,,REP,CHRIS CHRISTIE,2,1,0,0,0,1
Gwinnett,009 Pucketts A,President,,REP,CHRIS CHRISTIE,2,0,0,2,0,0
Gwinnett,010 Cates A,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,011 Berkshire A,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,012 Berkshire B,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,013 Duncans C,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,014 Garners A,President,,REP,CHRIS CHRISTIE,3,0,0,3,0,0
Gwinnett,015 Lawrenceville A,President,,REP,CHRIS CHRISTIE,1,0,0,1,0,0
Gwinnett,016 Lawrenceville B,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,017 Martins A,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,018 Martins B,President,,REP,CHRIS CHRISTIE,1,0,0,1,0,0
Gwinnett,019 Martins C,President,,REP,CHRIS CHRISTIE,2,0,0,1,1,0
Gwinnett,020 Pinckneyville A,President,,REP,CHRIS CHRISTIE,1,0,0,1,0,0
Gwinnett,021 Pinckneyville B,President,,REP,CHRIS CHRISTIE,1,0,0,1,0,0
Gwinnett,022 Pinckneyville C,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,023 Pinckneyville D,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,024 Sugar Hill A,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,025 Sugar Hill B,President,,REP,CHRIS CHRISTIE,1,0,0,1,0,0
Gwinnett,026 Hog Mountain A,President,,REP,CHRIS CHRISTIE,1,0,0,1,0,0
Gwinnett,027 Hog Mountain B,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
Gwinnett,028 Rockycreek A,President,,REP,CHRIS CHRISTIE,1,0,0,1,0,0
Gwinnett,029 Cates B,President,,REP,CHRIS CHRISTIE,2,0,0,2,0,0
Gwinnett,030 Cates C,President,,REP,CHRIS CHRISTIE,0,0,0,0,0,0
